symbol,time,askclose,askhigh,asklow,askopen,bidclose,bidhigh,bidlow,bidopen,close,high,low,open
GBPUSD,2023-09-14 11:00:00,1.24169,1.24333,1.24018,1.24227,1.24152,1.24317,1.24,1.24209,1.241605,1.24325,1.24009,1.24218
GBPUSD,2023-09-14 12:00:00,1.24087,1.24265,1.24056,1.24169,1.2407,1.24248,1.24037,1.24152,1.240785,1.242565,1.240465,1.241605
GBPUSD,2023-09-14 13:00:00,1.24152,1.24215,1.24046,1.24087,1.24134,1.24199,1.24028,1.2407,1.24143,1.24207,1.24037,1.240785
GBPUSD,2023-09-14 14:00:00,1.24027,1.24187,1.23976,1.24152,1.2401,1.24169,1.23958,1.24134,1.240185,1.24178,1.23967,1.24143
GBPUSD,2023-09-14 15:00:00,1.2403,1.24078,1.23984,1.24027,1.24012,1.24062,1.23967,1.2401,1.24021,1.2407,1.239755,1.240185
GBPUSD,2023-09-14 16:00:00,1.24076,1.24095,1.24028,1.2403,1.24059,1.24077,1.2401,1.24012,1.240675,1.24086,1.24019,1.24021
GBPUSD,2023-09-14 17:00:00,1.24107,1.24137,1.24073,1.24076,1.2408,1.2412,1.24057,1.24059,1.240935,1.241285,1.24065,1.240675
GBPUSD,2023-09-14 18:00:00,1.24135,1.24147,1.24089,1.24107,1.24077,1.24103,1.24026,1.2408,1.24106,1.24125,1.240575,1.240935
GBPUSD,2023-09-14 19:00:00,1.24098,1.24136,1.2409,1.24135,1.2408,1.24105,1.24061,1.24077,1.24089,1.241205,1.240755,1.24106
GBPUSD,2023-09-14 20:00:00,1.24017,1.24098,1.24008,1.24098,1.24,1.2408,1.23988,1.2408,1.240085,1.24089,1.23998,1.24089
GBPUSD,2023-09-14 21:00:00,1.24123,1.24124,1.24006,1.24017,1.24105,1.24105,1.23989,1.24,1.24114,1.241145,1.239975,1.240085
GBPUSD,2023-09-14 22:00:00,1.24133,1.2414,1.24026,1.24123,1.24114,1.24122,1.24008,1.24105,1.241235,1.24131,1.24017,1.24114
GBPUSD,2023-09-14 23:00:00,1.24198,1.24232,1.24119,1.24133,1.24181,1.24211,1.241,1.24114,1.241895,1.242215,1.241095,1.241235
GBPUSD,2023-09-15 00:00:00,1.24232,1.24235,1.24163,1.24198,1.24211,1.24215,1.24141,1.24181,1.242215,1.24225,1.24152,1.241895
GBPUSD,2023-09-15 01:00:00,1.24298,1.24313,1.24205,1.24232,1.24278,1.24292,1.24187,1.24211,1.24288,1.243025,1.24196,1.242215
GBPUSD,2023-09-15 02:00:00,1.24292,1.243,1.24218,1.24298,1.24272,1.24283,1.24199,1.24278,1.24282,1.242915,1.242085,1.24288
GBPUSD,2023-09-15 03:00:00,1.24278,1.24347,1.24231,1.24292,1.24263,1.24329,1.24212,1.24272,1.242705,1.24338,1.242215,1.24282
GBPUSD,2023-09-15 04:00:00,1.24366,1.24374,1.24169,1.24278,1.24349,1.24357,1.24152,1.24263,1.243575,1.243655,1.241605,1.242705
GBPUSD,2023-09-15 05:00:00,1.24411,1.2447,1.24341,1.24366,1.24392,1.24451,1.24321,1.24349,1.244015,1.244605,1.24331,1.243575
GBPUSD,2023-09-15 06:00:00,1.24319,1.24414,1.24318,1.24411,1.243,1.24395,1.243,1.24392,1.243095,1.244045,1.24309,1.244015
GBPUSD,2023-09-15 07:00:00,1.24143,1.24354,1.2413,1.24319,1.24124,1.24337,1.24112,1.243,1.241335,1.243455,1.24121,1.243095
GBPUSD,2023-09-15 08:00:00,1.24074,1.24156,1.23997,1.24143,1.24055,1.24137,1.23979,1.24124,1.240645,1.241465,1.23988,1.241335
GBPUSD,2023-09-15 09:00:00,1.23916,1.24154,1.23911,1.24074,1.23898,1.24138,1.23894,1.24055,1.23907,1.24146,1.239025,1.240645
GBPUSD,2023-09-15 10:00:00,1.23949,1.24135,1.239,1.23916,1.2392,1.24118,1.23882,1.23898,1.239345,1.241265,1.23891,1.23907
GBPUSD,2023-09-15 11:00:00,1.23955,1.24265,1.23907,1.23949,1.23939,1.2425,1.23888,1.2392,1.23947,1.242575,1.238975,1.239345
GBPUSD,2023-09-15 12:00:00,1.239,1.24048,1.23858,1.23955,1.23879,1.24031,1.23843,1.23939,1.238895,1.240395,1.238505,1.23947
GBPUSD,2023-09-15 13:00:00,1.24004,1.2402,1.239,1.239,1.23987,1.24002,1.23879,1.23879,1.239955,1.24011,1.238895,1.238895
GBPUSD,2023-09-15 14:00:00,1.23945,1.24008,1.23914,1.24004,1.23927,1.23993,1.23895,1.23987,1.23936,1.240005,1.239045,1.239955
GBPUSD,2023-09-15 15:00:00,1.23828,1.23954,1.23827,1.23945,1.23812,1.23938,1.23809,1.23927,1.2382,1.23946,1.23818,1.23936
GBPUSD,2023-09-15 16:00:00,1.23853,1.23873,1.23796,1.23828,1.23835,1.23856,1.23779,1.23812,1.23844,1.238645,1.237875,1.2382
GBPUSD,2023-09-15 17:00:00,1.23852,1.23872,1.23803,1.23853,1.2382,1.23852,1.23782,1.23835,1.23836,1.23862,1.237925,1.23844
GBPUSD,2023-09-17 18:00:00,1.23915,1.23987,1.23852,1.23852,1.23819,1.23833,1.23763,1.2382,1.23867,1.2391,1.238075,1.23836
GBPUSD,2023-09-17 19:00:00,1.2391,1.23923,1.23865,1.23915,1.23893,1.23907,1.23819,1.23819,1.239015,1.23915,1.23842,1.23867
GBPUSD,2023-09-17 20:00:00,1.23983,1.23985,1.239,1.2391,1.23963,1.23968,1.23881,1.23893,1.23973,1.239765,1.238905,1.239015
GBPUSD,2023-09-17 21:00:00,1.24007,1.24031,1.2395,1.23983,1.23989,1.24014,1.23933,1.23963,1.23998,1.240225,1.239415,1.23973
